NB2020 [recipe] data (yossy) 2026-01-10
code	user	root	branch	public	protect	draft	favorite	name	dish	type	role	tech	time	cost	sum	protocol	date
yo-r-Dv8hLfKjGlcgxoCQ9CK8	yossy		0	1	1	0	0	えび塩きゅうり	2	1	3	6	0	0	06065:100:本M:1:::1.0:100<t>14006:12:大さじ:1:::1.0:12<t>+::::0:調味料ミックス:1.0:<t>P06013:0.2e1:0:0.2e1:::1.0:0.2e1<t>10326:2.0:g:2:::1.0:2.0<t>03003:2.0:g:2:::1.0:2.0<t>17012:1.0:g:1:::1.0:1.0<t>17028:1.0:g:1:::1.0:1.0<t>05018:1.0:g:1:::1.0:1.0<t>17024:0.2:g:0.2:::1.0:0.2<t>P00004:0.1:g:0.1::お好み:1.0:0.1	#調味料ミックス　まねっ子　肴<n>#ジャンキーで香ばしい<n>ボウルに調味料ミックスの材料を入れて混ぜ合わせる。<n>きゅうりを鈍器で満遍なく叩き全体にひびを入れる。<n>手できゅうりを割り、調味料ミックスに入れて、よく和える。<n><n>器に盛り付けて仕上げる。	2025-08-05
yo-r-Dvnge6bsVTCaE5YOnwrG	yossy		0	1	1	0	0	パエリア	2	7	1	1	0	0	01083:166:カップ:1.0:::1.0:166<t>17079:0.01:g:0.01::適当:1.0:0.01<t>+:-:g:-:0:スープ:-:-<t>P00001:200:カップ:1:::1.0:200<t>17027:5.3:個(味の素):1:::1.0:5.3<t>16010:45:大さじ:3:::1.0:45<t>P17011:0.01:g:0.01::適当:1.0:0.01<t>17065:0.01:g:0.01::適当:1.0:0.01<t>-:-:g:-:0:-:-:-<t>06223:4.0:g:4.0::1片/2人:1.0:4.0<t>06153:50:g:50:::1.0:50<t>14001:12:大さじ:1:::1.0:12<t>11221:0.1e3:g:0.1e3:::1.0:0.1e3<t>10344:40:g:40::SFミックス:1.0:40<t>10415:30:g:30::SFミックス:1.0:30<t>10281:20:g:20::SFミックス:1.0:20<t>06247:25:g:25:::1.0:25<t>06245:20:g:20.0:::1.0:20<t>17065:0.01:g:0.01::適当:1.0:0.01<t>-:-:g:-:0:-:-:-<t>07155:10:g:10.0::適当:1.0:10<t>06239:2.0:g:2.0::適当:1.0:2.0	#群馬のお教室 スペイン<n>#<n>スープの材料を合わせて、サフランの色を出しておく。<n>パプリカ、ピーマンは1cm幅に切る。<n>レモンはくし形に切る。<n>玉ねぎはみじん切りにする。<n>にんにくは輪切りにする。<n>鶏肉は一口大に切りる。<n><n>鶏肉はさっと妙める。<n>フライパンにオリーブ油を入れて熱し、玉ねぎ、にんにくを炒める。<n>米を入れて炒め、香辛料のパプリカを振り、スープを入れて蓋をして5分程煮る。<n>鶏肉、シーフードを米の上に並べ蓋をして、更に5分程煮る。<n>１度上下をひっくり返し、パプリカ、ピーマンを彩りよくのせ、蓋をして更に5分程加熱する。<n><n>器に盛り付けて、レモンとパセリを飾って仕上げる。	2021-10-03
yo-r-dwUkWGjLsJXZsgBCwQea	yossy		0	1	1	0	0	シーチキンゼリーパテ	3	2	3	8	0	0	11198:5.0:g:5:::1.0:5.0<t>P00001:30:大さじ:2:::1.0:30<t>+:-:g:-:0:スープ:-:-<t>P00001:100:カップ:1/2:::1.0:100<t>17027:2.7:個(味の素):1/2::コンソメ:1.0:2.7<t>-:-:g:-:0:-:-:-<t>12005:55:個M:1:::1.0:55<t>17043:48:大さじ:4:::1.0:48<t>10263:25:g:25:::1.0:25<t>06069:18:g:18:::1.0:18<t>06153:10:大さじ:1.0:::1.0:10<t>17036:5.0:小さじ:1:::1.0:5.0<t>+:-:g:-:0:飾り野菜:-:-<t>06183:30:g:30.0::何でもあり:1.0:30	#群馬のお教室<n>#<n>ゼラチンを水で湿らせる。<n>玉ねぎはみじん切りにする。<n>ピクルスはみじん切りにする。<n>ゆで玉子はみじん切りにする。<n><n>鍋にスープを入れて温めて、ゼラチンを溶かし、粗熱を取る。<n>ボウルに飾り野菜以外の材料を入れて合わせ、ゼラチン液を加え、混ぜ合わせる。<n>型に流し入れ、冷蔵庫で冷やし固める。<n><n>ミニトマトは４等分する。<n>#飾り野菜はレタスや貝割れなどでも良い。<n><n>パテが固まったら、器に盛り付け、飾り野菜を添えて仕上げる。	2019-04-14
yo-r-DxQrnPnBOa48wT2fOBSI	yossy		0	0	0	1	0	肉野菜炒め	1	3	2	3	0	0	11115:80:g:80::豚こま:1.0:80<t>06291:0.1e3:g:0.1e3:::1.0:0.1e3<t>06403:90:g:90:::1.0:90<t>06407:10:g:10:0::1.0:10<t>-:0:0:0:0::1.0:0<t>17007:5.9:小さじ:1:0::1.0:5.9<t>16013:5.0:小さじ:1:0::1.0:5.0<t>17090:2.5:小さじ:1/2:0::1.0:2.5<t>17076:2.0:小さじ:1/2:0:お好み:1.0:2.0<t>17031:1.5:小さじ:1/4:0::1.0:1.5<t>17093:0.63:小さじ:1/4:0::1.0:0.63<t>17063:0.01:g:0.01:0:お好み:1.0:0.01<t>+::::0:合わせ調味料:1.0:<t>14006:6.0:大さじ:1/2:::1.0:6.0<t>14002:4.0:小さじ:1.0::仕上げ用:1.0:4.0	#<n>#<n>	2025-01-14
yo-r-dY6B1KVGUB2GcNEd2ZHm	yossy		0	0	0	0	0	巻き寿司	1	1	1	1	0	0		#京都の学校<n>#	2023-04-27
yo-r-e08f31c142d19f89e95a	yossy		0	1	1	0	0	フィナンシェ	8	5	5	9	0	0	14018:57:g:57:::1.0:57<t>05001:42:g:42.0::パウダー:1.0:42<t>01015:17:g:17:::1.0:17<t>17084:0.6:g:0.6:::1.0:0.6<t>03005:50:g:50:::1.0:50<t>12014:56:g:56:::1.0:56<t>03003:20:g:20:0::1.0:20<t>+::::0:剥離用:1.0:<t>14022:2.0:g:2.0::適当:1.0:2.0<t>01020:1.0:g:1.0::適当:1.0:1.0	#京都の学校<n>#<n>鍋にバター入れて茶褐色になるまで熱して冷まし、上澄みの透明な部分を取る。<n>@目の細かい茶こしで濾過しても良い<n>アーモンドパウダー、薄力粉、ベーキングパウダー、グラニュー糖をボウルにふるい入れる。<n>別のボウルに卵白と砂糖を入れて、泡だて器でよく混ぜ合わせる。<n>@メレンゲにする必要はない<n>粉類に卵白を加えてよく混ぜ合わせる。<n>焦がしバターを加え、全体が滑らかになるまでよく混ぜ合わせる。<n><n>フィナンフェ型にショートニングを薄く塗り、強力粉をふる<n>@市販の剥離剤があればそれがベスト<n>生地を絞り袋に入れて型の八分目まで隅から埋めるように絞り出す。<n>180℃のオーブンで15分程焼く。<n>@時間は様子を見て調節する<n>	2022-11-23
yo-r-e0b537272b26ddd8faab	yossy		0	1	1	0	0	スパゲッティ・カプレーゼ	1	4	1	1	0	0	01064:176:g(乾燥):80.0::=スパゲッティ:1.0:176<t>13038:20:g:20::=粉チーズ:1.0:20<t>13056:40:g:40.0::=モッツァレラチーズ:1.0:40<t>06238:4.0:g:4.0::4枚/皿:1.0:4.0<t>P17032:190:g:190.0:0:適当:1.0:190<t>-:0:0:0:0::1.0:0<t>P17003:15:大さじ:1::=茹で汁:1.0:15	#男の子 パスタ<n>#<n>&yo-r-fa5c765ebfed800a0a5e<n>参照レシピのトマトソースを作る。<n>モッツァレラチーズは1cm角のさいの目に切る。<n>塩分濃度1.2%のたっぷりのお湯で、パスタを茹でる。<n><n>フライパンにトマトソースを入れて火にかけ沸騰させ、バジルを2枚ちぎって入れる。<n>味見をして薄ければ、茹で汁を加え火にかけ水分を調節する。<n>茹で上がったパスタを入れて、粉チーズを加え混ぜる。<n>モッツァレラチーズを加え全体に混ぜる。<n><n>モッツァレラチーズが少し溶け出したら、器に盛り付けて、バジルを飾って仕上げる。	2022-07-30
yo-r-E0b6KP7uyKg6fpSYYxc1	yossy		0	1	1	0	0	みぞれ汁	2	1	4	1	0	0	06134:150:g:150::おろし:1.0:150<t>08016:40:g:40:::1.0:40<t>01117:0.1e3:g:0.1e3:::1.0:0.1e3<t>06278:2.0:g:2.0::適当:1.0:2.0<t>10092:0.2:g:0.2:0:適量:1.0:0.2<t>-:-:g:-:0:-:-:-<t>P00001:400:カップ:2:::1.0:400<t>17028:4.0:小さじ:1:::1.0:4.0<t>17007:12:小さじ:2:::1.0:12<t>16025:12:小さじ:2:::1.0:12<t>17012:0.3:g:0.3:::1.0:0.3	#群馬のお教室<n>大根おろしはざるにあげ、水気を切る。<n>しめじは石突きを取り除き、子房に分ける。<n>三つ葉は3cm長さに切る。<n><n>鍋にだし汁を煮立て、醤油、みりん、塩を入れ、しめじを加えて煮る。<n>170-180℃の揚げ油で餅を揚げる。<n>餅が揚がる少し前にだし汁に大根おろしを入れて、一煮立ちさせる。<n><n>お椀に餅、三つ葉を盛り付けて、上から熱い汁を注ぎ、削りかつおを散らして仕上げる。<n>#写真は削りかつお忘れ	2021-12-24
yo-r-e1a9-d347-15bb-020c	yossy		0	1	1	0	0	吸油量-素揚げ:クルトン (99%)	1	0	100	5	0	0	14006:99:g:99.0::吸油量:1.0:99	参考<n>女子栄養大学出版部<n>調理のためのベーシックデータ　第４版<n>	2022-03-13
yo-r-e1c1-5ff4-963c-2b55	yossy		0	1	1	0	0	吸油量-唐揚げ:カレイ (7%)	1	0	100	5	0	0	14006:7.0:g:7.0::吸油量:1.0:7.0<t>01015:4.0:g:4.0::衣:1.0:4.0	参考<n>女子栄養大学出版部<n>調理のためのベーシックデータ　第４版<n>衣：小麦粉4%<n>	2022-03-13
yo-r-E1qdNIvyqssHLyHoiw6J	yossy		0	1	1	0	0	ミートソースと茄子のパスタ	2	4	1	0	5	4	06191:80:g:80:::1.0:80<t>11163:50:g:50.0::合い挽き:1.0:50<t>11089:50:g:50.0::合い挽き:1.0:50<t>06153:200:g:200:::1.0:200<t>06223:4.0:g:4:::1.0:4.0<t>14006:24:大さじ:2:::1.0:24<t>01015:9.0:大さじ:1:::1.0:9.0<t>14006:4.0:g:4::茄子吸収分:1.0:4.0<t>-:-:g:-:0:-:-:-<t>+:-:g:-:0:ソース:-:-<t>06184:200:g:200::トマト:1.0:200<t>P00001:100:カップ:0.5:::1.0:100<t>17027:5.3:個(味の素):1:::1.0:5.3<t>17036:15:大さじ:1:::1.0:15<t>16011:30:大さじ:2:::1.0:30<t>03003:3.0:小さじ:1:::1.0:3.0<t>17065:0.02:g:0.02:::1.0:0.02<t>17012:0.4:g:0.4:::1.0:0.4<t>17074:0.2:g:0.2:::1.0:0.2<t>-:-:g:-:0:-:-:-<t>01063:200:g:200.0::スパゲッティ:1.0:200<t>13038:10:g:10::粉チーズ:1.0:10	#群馬のお教室<n>#<n>玉ねぎとにんにくはみじん切りにする。<n>茄子は1cmの輪切りにする。<n><n>フライパンにサラダ油を熱し、にんにく、玉ねぎを褐色になるまで弱火で炒める。<n>挽き肉、小麦粉を入れて炒める。<n>ソースの材料を入れてしばらく煮込む。<n><n>茄子を２分ほど素揚げにする。<n>茄子をソースに入れてしばらく煮る。<n><n>スパゲティーを塩を加えた熱湯でアルデンテに茹でる。<n>@袋の指示通り<n>茹で上がったら、胡椒とオリーブ油を振る。<n><n>器にスパゲティーを盛り付け、ミートソースをかけ、粉チーズをふって仕上げる。<n>お好みでタバスコを添える。	2018-06-09
yo-r-E1S5TZQ7rToGf7ytaxPo	yossy		0	1	1	0	0	ゆず餅	1	1	5	10	3	1	01120:30:g:30:::1.0:30<t>P00001:66:カップ:0.33:::1.0:66<t>03003:30:g:30:::1.0:30<t>07142:2.0:g:2:::1.0:2.0<t>04029:3.0:g:3.0::使用時は大量:1.0:3.0	#群馬のお教室<n>#<n>柚子の皮を摺り下ろす。<n><n>耐熱ボウルに白玉粉を入れて水を半分入れて、だまができないようによく混ぜる。<n>残りの水と砂糖を良く混ぜ、ラップをして電子レンジで1分加熱する。<n>ヘラで良く混ぜてあわせ、再びラップをして電子レンジで1分30秒加熱する。<n>ヘラで良く混ぜてあわせ、ゆずの皮を混ぜこむ。<n>@加熱の時間は目安です。<n><n>バットにきな粉を入れ、その上に餅を移す。<n>きな粉をまぶしながら、餅を料理バサミで切り分ける。<n>@火傷に注意<n><n>器に盛り付け仕上げる。	2020-12-16
yo-r-e2084de4245a95a1f32e	yossy		0	1	1	0	0	鰤柚庵焼き	4	1	2	2	0	0	10241:210:切身S:3.0:::1.0:210<t>+::::0:つけ汁:1.0:<t>07143:3.5:個分:1/4:0::1.0:3.5<t>17007:30:ml:25:::1.0:30<t>16025:50:g:50:::1.0:50<t>17138:13:g:13:::1.0:13<t>17008:13:g:13:::1.0:13	#京都の学校 おせち料理<n>#<n>容器につけ汁を合わせ、ぶりの切り身を１５分以上漬け込む。<n>@ゆずの果肉も一緒に入れてよし。切り身は半分に切ってもよし<n>グリルかオーブンでつけ汁をかけながら焼き上げる。<n>@グリルは皮が焦げやすいので、焦げそうならアルミホイルでカバーする。<n>@片側から加熱する場合、金属の串を打つとひっくり返すのが楽<n>#写真は焦げすぎ！	2022-03-26
yo-r-e35a-fba4-7bd6-5586	yossy		0	1	1	0	0	いんげんと黒オリーブのグリル	2	7	3	3	0	0	06010:0.1e3:g:0.1e3:::1.0:0.1e3<t>07038:20:g:20.0::2個/人:1.0:20<t>14001:12:大さじ:1.0:::0.5:6.0<t>17012:0.6:g:0.6:::1.0:0.6<t>17063:0.1:g:0.1::粗挽き:1.0:0.1	#男の子 フライパン<n>#スキレットでやると雰囲気も抜群になる<n>いんげんはヘタを切り落とす。<n>オリーブは輪切りにする。<n><n>フライパンに油を入れて中火で熱し、いんげんを入れ、素早く油を絡め炒める。<n>@いんげんを入れたら音がして表面が火傷するくらいに十分に熱する<n>オリーブを加え、塩をふり、全体に馴染ませる。<n><n>器に盛り付けて、胡椒をふりかけ仕上げる。	2022-05-22
yo-r-E3bzbYhSJZLA6jdQlmrh	yossy		0	1	1	0	0	かぼちゃのポタージュ	1	5	4	1	3	1	06049:0.4e2:g:0.4e2:::1.0:0.4e2<t>17026:0.9e2:g:0.9e2:::1.0:0.9e2<t>13003:0.8e2:g:0.8e2:::1.0:0.8e2<t>17012:0.8e0:g:0.8e0:::1.0:0.8e0<t>17065:0.1e-1:g:0.1e-1:::1.0:0.1e-1<t>+:-:g:-:0:クルトン:-:-<t>01026:0.5e1:g:0.5e1:::1.0:0.5e1<t>14006:5.0:g:5.0::吸収分:1.0:5.0	#京都の学校<n>#<n>かぼちゃの皮を剥いて一口大に切る。<n><n>鍋にかぼちゃを入れ、ブイヨンを入れて火にかけ、灰汁を取りながら柔らかく煮る。<n>かぼちゃが柔らかくなれば火を止め、ミキサーに掛けてこす。<n>スープを鍋に戻し、牛乳を加えて温め、塩と胡椒で調味する。<n><n>器にポタージュを盛り入れ、クルトンを散らして仕上げる。<n><n>!クルトン<n>食パンをさいの目に切り、180℃の油で揚げる。	2021-10-03
yo-r-e3UE06SwLTIYwMohPrBx	yossy		0	1	1	0	0	豆腐とわかめの味噌汁	1	1	4	1	1	1	04032:50.0:g:50.0:::1.0<t>09044:0.5:g:0.5:::1.0<t>06227:3.0:g:3.0:::1.0<t>-:-:g:-:0::1.0<t>17021:150.0:g:150.0:::1.0<t>17045:10.0:g:10.0:::1.0	#京都の学校<n>#<n>わかめを水で戻し、水気を切る。(時間外)<n>木綿豆腐はさいの目切りにする。<n>葉ねぎは小口切りにする。<n><n>鍋にだし汁を入れ、味噌を溶かし、豆腐とワカメを加えて温める。<n>@別鍋で分量外のだし汁で豆腐を温めると丁寧らしい。<n><n>器に盛り入れ、葉ねぎをのせて仕上げる。	2020-05-05
yo-r-e42af0a859273bf32980	yossy		0	1	1	0	0	豚肉のしょうが焼き	2	1	2	3	0	0	11123:250:g:250::生姜焼き用:1.0:250<t>01015:5.0:g:5::適当:1.0:5.0<t>14002:24:大さじ:2:::1.0:24<t>06061:0.1e3:g:0.1e3:0::1.0:0.1e3<t>+::::0:たれ:1.0:<t>P17026:50:g:50:::1.0:50<t>06103:20:g:20:::1.0:20<t>03003:9.0:大さじ:1:::1.0:9.0	#男の子 和食 和風ベース<n>#<n>&yo-r-09b7-d9d1-1b19-564a<n>キャベツは千切りにしておく。<n>生姜は皮をむき、すりおろす。<n>タレは合わせておく。<n><n>ぶたにくに小麦粉を薄くまぶす。<n>フライパンにごま油を入れ熱し、豚肉を一枚ずつ重ならないように入れて焼く。<n>焼色がついたら裏返して、たれを回しがけ、からめて焼く。<n>たれが煮詰まって少しとろみが付いたら、火を止める。<n>@冷めたらとろみが増すので、少し緩いくらいで大丈夫<n><n>器に千切りキャベツを敷き、生姜焼きを載せたれをかける。<n>@追加でおろし生姜をのせるのもよし	2022-10-26
yo-r-e44d-951a-5803-56d0	yossy		0	1	1	0	0	ちらし寿司	1	1	1	1	0	0	+::::0:すし飯:1.0<t>01083:80:g:80:::1.0:80<t>17015:15:g:15:::1.0:15<t>03003:5.0:g:5:::1.0:5.0<t>17012:1.0:g:1:0::1.0:1.0<t>-:0:g:0:0::1.0:0<t>08013:2.0:g:2:::1.0:2.0<t>06056:3.0:g:3:::1.0:3.0<t>04042:2.0:g:2.0::=高野豆腐:1.0:2.0<t>06214:5.0:g:5:0::1.0:5.0<t>+::::0:調味液:1.0<t>17008:4.0:g:4:::1.0:4.0<t>03003:3.0:g:3:::1.0:3.0<t>17021:40:g:40:0::1.0:40<t>-:0:g:0:0::1.0:0<t>10056:2.0:g:2:::1.0:2.0<t>10415:35:g:35:::1.0:35<t>12004:15:g:15:::1.0:15<t>14006:1.0:g:1:::1.0:1.0<t>06020:5.0:g:5:::1.0:5.0<t>09004:0.2:g:0.2:::1.0:0.2<t>06105:3.0:g:3:::1.0:3.0	#京都の学校<n>#<n>米は研ぎ、同量の水で炊く。<n>@重量なら1.3倍<n>鍋に酢、砂糖、塩を入れ、木杓子で混ぜながら温めてすし酢を作る。<n>炊きあがった飯をすし桶に移し、すし酢を加えて切るように混ぜ合わせる。<n>!中具<n>干ししいたけは水で戻し、半分に切って千切りにする。<n>かんぴょうは塩もみして熱湯で茹で、1cm幅に切る。<n>高野豆腐はぬるま湯で戻し、5mm角に切る。<n>人参は皮をむき、1cm幅の短冊に切る。<n>鍋に調味液と切った具材を入れて煮含める。<n>!飾りの食材<n>絹さやは端を切りとり、熱湯で茹でて冷水に取る。<n>卵を溶きほぐす。フライパンに調合油を熱し、薄焼き卵を焼く。<n>薄焼き卵の粗熱をとり、細切りにし錦糸卵にする。<n>エビは背わたを取り除き、のし串を打って水から茹でて冷水に取り、殻をむいて、縦半分に切る。<n>しょうがの甘酢漬は千切りにする。<n><n>すし飯に具としらすを混ぜ、器に盛り付ける。<n>錦糸卵、しょうが甘酢漬け、焼き海苔を散らす。<n>その他の飾りを色よく散らす。	2021-09-20
yo-r-e4c3-ad7d-502c-1baa	yossy		0	1	1	0	0	吸油量-フライ:カキ (10%)	1	0	100	0	0	0	14006:33:g:33:::1.0:33		2021-03-31
yo-r-e5W9JDnGHrhd5rybztyw	yossy		0	1	1	0	0	生姜ご飯	2	1	1	1	5	2	06103:20:g:20:::1.0:20<t>08013:3.0:g:3::1枚/人:1.0:3.0<t>06020:8.0:g:8::2枚/人:1.0:8.0<t>-:-:g:-:0:-:-:-<t>01083:160:g:160:::1.0:160<t>P00001:220:g:220::参考量:1.0:220<t>16023:5.0:小さじ:1:::1.0:5.0<t>17007:5.9:小さじ:1:::1.0:5.9<t>16025:5.9:小さじ:1:::1.0:5.9<t>17028:4.0:小さじ:1:::1.0:4.0	#群馬のお教室<n>#<n>米はといでザルにあげる。<n>干し椎茸はぬるま湯で戻し、軸を取り除き細切りにする。<n>根生姜は皮を剥いて千切りにるす。<n>絹さやは塩茄でにして、斜めに細切りにする。<n><n>鍋に米と水、酒、醤油、みりん、出汁の素を入れ、生姜としいたけをのせ、炊く。<n>@水の量は調味料に合わせて調節する。椎茸の戻し汁を加えても良し<n><n>器にしょうがご飯を盛り付け、絹さやを飾り仕上げる。	2018-10-28
yo-r-e773-0764-4f80-064b	yossy		0	1	1	0	0	ちくわ海苔チー	1	1	3	2	2	0	10381:50:g:50.0::小2本/人:1.0:50<t>13040:18:g:18::スライス:1.0:18<t>09005:0.5:g:0.5::適当:1.0:0.5	#ソロ飯<n>#<n>ちくわは縦半分に切る。<n>アルミホイルにちくわを並べ、チーズをのせ、海苔をちぎってかける。<n>トースターで3-4分ほどチーズが溶けるまで焼く。<n><n>器に盛り付けて仕上げる。	2021-07-28
yo-r-e7Lta6cHpTIWKxTXVbG0	yossy		0	1	1	0	0	炒めビーフン	2	3	1	3	0	0	01115:120:g:120:::1.0:120<t>14002:2.0:小さじ:1/2:::1.0:2.0<t>-:-:g:-:0:-:-:-<t>06287:0.1e3:g:0.1e3:::1.0:0.1e3<t>11195:60:g:60:::1.0:60<t>06151:50:g:50:::1.0:50<t>06245:20:g:20:::1.0:20<t>06214:50:g:50:::1.0:50<t>06153:50:g:50:::1.0:50<t>08013:8.0:g:8:::1.0:8.0<t>14006:12:大さじ:1:::1.0:12<t>+:-:g:-:0:合わせ調味料:-:-<t>17007:18:大さじ:1:::1.0:18<t>16025:18:大さじ:1:::1.0:18<t>17093:5.0:小さじ:2.0::鶏ガラ:1.0:5.0<t>03003:3.0:小さじ:1:::1.0:3.0<t>17012:0.4:g:0.4::適当:1.0:0.4<t>17065:0.01:g:0.01::適当:1.0:0.01	#群馬のお教室<n>#<n>干し椎茸はぬるま湯で戻し、細切り。<n>玉ねぎは繊維方向に薄切り。<n>もやしは根を取る。<n>残りの材料は全て千切り。<n>ボウルに合わせ調味料を合わせておく。<n>ビーフンは4分茹でて、水に取り洗い、ザルに上げてごま油をまぶす。<n><n>フライパンに油を入れ熱し、野菜を炒める。<n>ビーフンと焼き豚を加えほぐし炒める。<n>合わせ調味料を回し入れ、全体を炒め合わせる。<n><n>器に盛り付けて仕上げる。	2019-11-23
yo-r-e8ea6a22f72b48f27f3c	yossy		0	1	1	0	0	ぼっかけ焼きそば	2	1	1	3	0	0	+::::0:ぼっかけ:1.0:<t>11101:100:g:100.0::=牛すじ肉:1.0:100<t>02003:0.1e3:g:0.1e3:::1.0:0.1e3<t>17007:18:大さじ:1:::1.0:18<t>03003:9.0:大さじ:1:0::1.0:9.0<t>-:0:0:0:0::1.0:0<t>06061:150:g:150.0:::1.0:150<t>01048:420:玉:2:::1.0:420<t>06227:15:g:15:::1.0:15<t>17001:36:大さじ:2.0::=焼きそばソース:1.0:36<t>14016:6.0:大さじ:1/2:::1.0:6.0	#男の子 兵庫県 神戸市 郷土料理<n>#<n>!ぼっかけ<n>すじ肉を１時間ほど煮て、ザルに上げ、食べやすい大きさに切る。<n>こんにゃくは2cm程の拍子木切りにし、茹でてザルに上げる。<n>鍋にすじ肉とこんにゃくを入れて火を点け、混ぜながら水分を飛ばす。<n>砂糖と醤油を加え、３分程混ぜ炒め、粗熱が取れたら冷蔵庫で一晩寝かす。<n><n>キャベツは千切りにする。<n>ねぎは小口切りにする。<n><n>フライパンにラードを入れて熱し、ほぐした焼きそば麺を加え、フライ返しで押さえつけるように火を通す。<n>ぼっかけを加え全体的に混ぜ合わせ、ソースの3/4を加え炒め合わせる。<n>キャベツを加えて混ぜ炒める。<n>残りのソースを加え、全体に混ぜ合わせる。<n><n>器に盛り付け、ねぎをのせて仕上げる。	2022-05-31
yo-r-e94082348e5455fccb21	yossy		0	1	1	0	0	ディアマン	30	7	5	9	0	0	14018:45:g:45.0::=無塩バター:1.0:45<t>03011:100:g:100.0::20:1.0:100<t>17012:0.3:g:0.3:::1.0:0.3<t>12010:10:g:10:::1.0:10<t>01015:70:g:70:::1.0:70<t>P00003:0.3:g:0.3:0:適当:1.0:0.3<t>-:0:0:0:0::1.0:0<t>03005:3.0:g:3.0::適当:1.0:3.0<t>12014:3.0:g:3.0::適当:1.0:3.0	#京都の学校 クッキー<n>#生地を冷凍保存しておけるアイスボックスクッキー、好きな時に焼けるぞ<n>ボウルにバターを入れて室温に戻し、粉糖、塩を入れて、白っぽくなるまで均一にすり混ぜる。<n>卵黄とバニラオイルを加え、混ぜ合わせる。<n>振るっておいた薄力粉を加え、混ぜ合わせる。<n>生地を直径3cm程の棒状に丸めて、クッキングペーパーを巻いて、冷蔵庫で冷やす。<n>@長期保存する場合は、ラップで巻いて冷凍庫へ<n><n>包んでいたクッキングペーパーを広げ、表面に卵白を塗り、グラニュー糖をまぶす。<n>5mm幅に切り出し、クッキングペパーを敷いた天板に並べる。<n>180℃に予熱したオーブンで15-20分焼く。<n>@時間は様子を見て調節。焼き色はオーブンから出した後でも少し濃くなるので薄めでok<n>ケーキクーラー（網）に乗せて冷ます。	2022-06-09
yo-r-eA0MS3t7csHLF2NBMU6L	yossy		0	1	1	0	0	スパニッシュ・オムレツ風	1	7	2	2	3	2	06153:30.0:g:30.0:::1.0:30.0<t>02017:30.0:g:30.0:::1.0:30.0<t>06180:10.0:g:10.0:::1.0:10.0<t>11176:5.0:g:5.0:::1.0:5.0<t>14006:1.5:g:1.5:::1.0:1.5<t>-:-:g:-:0:-:-:-<t>12004:37.5:g:37.5:::1.0:37.5<t>13038:5.0:g:5.0::粉チーズ:1.0:5.0<t>17043:5.0:g:5.0:::1.0:5.0<t>17012:0.2:g:0.2:::1.0:0.2<t>17065:0.01:g:0.01:::1.0:0.01<t>14006:1.5:g:1.5:::1.0:1.5	#京都の学校 スペイン<n>#<n>玉ねぎは皮をむき、1cmの色紙切りにする。<n>じゃが芋は皮をむき、玉ねぎと同じ大きさに切る。<n>@立方体だと火の通りが悪いの薄めに<n>ロースハムは玉ねぎの大きさに切る。<n><n>フライパンに油を入れて加熱し、玉ねぎとじゃが芋を火が通るまで焦がさないように加熱する。<n>コーンとロースハムを加え、火を通して、具を取り出し、粗熱を取る。<n><n>ボウルに卵を割り入れてほぐし、火を通した具とチーズ、マヨネーズ、塩、胡椒を加えてよく混ぜる。<n>フライパンに油を入れて加熱し、卵液を流し入れ、片面に火が通ればひっくり返して裏も焼く。<n>@写真は半分に折ったバージョン。中が半熟になる<n><n>火が通れば取り出して器に盛り付けて、仕上げる。	2021-10-03
yo-r-ea78-53c8-a4bb-82a9	yossy		0	1	1	0	0	春巻き	1	3	3	5	0	0	11130:15:g:15:::1.0:15<t>06207:20:g:20:::1.0:20<t>06151:15:g:15:::1.0:15<t>02039:3.0:g:3:::1.0:3.0<t>08013:2.0:g:2:::1.0:2.0<t>14006:1.0:g:1:::1.0:1.0<t>17138:2.0:g:2:::1.0:2.0<t>17012:0.2:g:0.2:::1.0:0.2<t>17065:0.01:g:0.01:::1.0:0.01<t>01179:30:12:2.0:::1.0:30<t>14006:10:g:10:1::1.0:10<t>+::::0:付け合せ:1.0<t>06183:24:12:2.0:::1.0:24<t>06313:10:g:10:::1.0:10	#京都の学校<n>#<n>豚もも肉は細切りにする。<n>干し椎茸は水で戻し、石突きを取り除き、千切りにする。<n>ニラは5cm長さに切る。<n>たけのこは千切りにして熱湯でサッと茹で、おか上げする。<n>春雨は熱湯で茹でて5cmの長さに切る。<n><n>フライパンに調合油を熱し、豚もも肉を炒める。<n>豚もも肉の色が変わったら切った野菜、茸、春雨を加えて炒める。<n>調味料で味付けし、バットに広げて粗熱を取る。<n><n>春巻きのかわに具を載せて包む。<n>@皮は対角に置き、具をのせて手前の皮を被せる<n>@左右を折り、向こう側に巻いていく。<n>小麦粉を水で溶き、巻き終わりにつけて止める。<n>170℃の調合油で揚げる。<n>!盛り付け<n>春巻きは斜め半分に切る。<n>サラダ菜ｍミニトマトを添える。	2021-09-18
